Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,Price($)
NVIDIA Tesla C2075,GPU,7/25/2011,40,247,520,3000,574,TSMC,NVIDIA,130
AMD Radeon RX 560X Mobile,GPU,4/11/2018,14,65,123,3000,1275,GF,AMD,30.75
ATI Radeon X1050,GPU,1/25/2008,110,24,156,120,400,TSMC,ATI,39
AMD FirePro S9150,GPU,8/7/2014,28,235,438,6200,900,TSMC,AMD,109.5
NVIDIA A100 PCIe,GPU,6/22/2020,7,250,826,54200,765,TSMC,NVIDIA,206.5
AMD Radeon R9 FURY,GPU,7/10/2015,28,275,596,8900,1000,TSMC,AMD,149
NVIDIA Quadro P3200 Max-Q,GPU,2/21/2018,16,75,314,7200,1139,TSMC,NVIDIA,78.5
ATI Mobility Radeon HD 5570,GPU,11/23/2012,40,20,104,627,550,TSMC,ATI,26
Matrox Millenium P750,GPU,1/2/2002,150,,,80,250,UMC,Other,0
AMD Radeon RX 560,GPU,4/18/2017,14,75,123,3000,1175,GF,AMD,30.75
AMD Radeon R6 Mobile Graphics,GPU,9/17/2014,28,17,245,2410,533,GF,AMD,61.25
NVIDIA GeForce GTX 675MX,GPU,10/1/2012,28,100,294,3540,654,TSMC,NVIDIA,73.5
NVIDIA GeForce 6100,GPU,10/11/2004,90,,,,425,Unknown,NVIDIA,0
NVIDIA GeForce 945M,GPU,10/27/2015,28,75,148,1870,928,TSMC,NVIDIA,37
ATI FireGL V8600,GPU,5/14/2007,80,159,420,720,688,TSMC,ATI,105
ATI Radeon HD 4670 X2,GPU,9/10/2008,55,118,146,514,750,TSMC,ATI,36.5
AMD Radeon RX 560X Mobile,GPU,1/9/2019,14,65,123,3000,1223,GF,AMD,30.75
ATI Radeon X800 GTO2,GPU,9/15/2005,130,,297,160,400,TSMC,ATI,74.25
NVIDIA GeForce GT 420 OEM,GPU,9/3/2010,40,50,116,585,700,TSMC,NVIDIA,29
AMD Radeon Vega 8 Mobile,GPU,10/26/2017,14,65,210,4940,300,GF,AMD,52.5
AMD Radeon HD 8470D IGP,GPU,7/29/2013,32,65,246,1303,800,TSMC,AMD,61.5
NVIDIA GeForce4 MX 440,GPU,2/6/2002,150,,65,29,275,TSMC,NVIDIA,16.25
ATI Mobility Radeon 9000 IGP,GPU,5/1/2003,150,,92,76,222,Unknown,ATI,23
NVIDIA Tesla K40t,GPU,11/22/2013,28,245,561,7080,745,TSMC,NVIDIA,140.25
NVIDIA GeForce RTX 2070 Mobile Refresh,GPU,3/4/2020,12,115,445,10800,1260,TSMC,NVIDIA,111.25
Intel HD Graphics 4400,GPU,9/3/2013,22,20,,,200,Intel,Intel,0
NVIDIA Quadro P620,GPU,2/1/2018,14,40,132,3300,1266,Samsung,NVIDIA,33
AMD Radeon RX 560X Mobile,GPU,4/11/2018,14,65,123,3000,1275,GF,AMD,30.75
NVIDIA GeForce2 PRO,GPU,12/5/2000,150,,88,25,200,TSMC,NVIDIA,22
AMD Radeon HD 6350M,GPU,11/26/2010,40,7,59,292,500,TSMC,AMD,14.75
AMD Radeon RX 5700,GPU,7/7/2019,7,180,251,10300,1465,TSMC,AMD,62.75
NVIDIA GRID M60-1Q,GPU,8/30/2015,28,225,398,5200,557,TSMC,NVIDIA,99.5
ATI Mobility Radeon HD 4350,GPU,1/9/2009,55,,73,242,450,TSMC,ATI,18.25
AMD Radeon HD 6330M,GPU,11/26/2010,40,7,59,292,500,TSMC,AMD,14.75
NVIDIA GeForce 7600 GT Mac Edition,GPU,9/2/2006,90,40,125,177,560,TSMC,NVIDIA,31.25
NVIDIA GeForce GT 650M Mac Edition,GPU,7/12/2012,28,45,118,1270,900,TSMC,NVIDIA,29.5
ATI FireGL 9600 T2-128,GPU,10/1/2003,130,,76,60,398,TSMC,ATI,19
NVIDIA GeForce FX Go5200 32M,GPU,3/1/2003,150,,124,45,200,TSMC,NVIDIA,31
AMD Radeon HD 8330 Mobile IGP,GPU,8/13/2013,28,15,110,1178,497,TSMC,AMD,27.5
NVIDIA GeForce 8800 GS,GPU,1/31/2008,65,105,324,754,550,TSMC,NVIDIA,81
NVIDIA GeForce 6200 AGP,GPU,4/4/2005,110,,110,75,350,TSMC,NVIDIA,27.5
AMD Radeon R7 M365X,GPU,5/5/2015,28,,56,690,900,TSMC,AMD,14
ATI Radeon HD 2900 GT,GPU,11/6/2007,80,150,420,720,601,TSMC,ATI,105
NVIDIA GeForce GTX 560M,GPU,5/30/2011,40,75,238,1170,775,TSMC,NVIDIA,59.5
AMD Radeon Pro 570X,GPU,3/18/2019,14,150,232,5700,1000,GF,AMD,58
NVIDIA Quadro FX 2800M,GPU,12/1/2009,65,75,324,754,600,TSMC,NVIDIA,81
NVIDIA GeForce GTX 770M,GPU,5/30/2013,28,75,221,2540,706,TSMC,NVIDIA,55.25
ATI Radeon X600 XT,GPU,9/1/2004,130,25,92,75,500,TSMC,ATI,23
AMD Radeon Pro V320,GPU,6/29/2017,14,230,495,12500,852,GF,AMD,123.75
ATI All-In-Wonder X600 PRO,GPU,7/1/2005,110,,74,107,400,TSMC,ATI,18.5
ATI Radeon X800 PRO AGP,GPU,5/1/2004,130,48,281,160,475,TSMC,ATI,70.25
ATI Mobility Radeon X1450,GPU,9/18/2006,80,,100,107,550,UMC,ATI,25
NVIDIA Quadro FX 3000G,GPU,7/22/2003,130,,207,135,400,TSMC,NVIDIA,51.75
NVIDIA Quadro FX 1700M,GPU,10/1/2008,65,50,144,314,625,UMC,NVIDIA,36
ATI Radeon HD 5570 OEM,GPU,2/9/2010,40,39,104,627,550,TSMC,ATI,26
ATI Mobility Radeon HD 4225 IGP,GPU,5/1/2010,55,9,67,181,380,Unknown,ATI,16.75
NVIDIA GeForce GTX 1660 Ti Max-Q,GPU,4/23/2019,12,,284,6600,1140,TSMC,NVIDIA,71
AMD Radeon HD 8510 OEM,GPU,7/23/2013,40,60,118,716,650,TSMC,AMD,29.5
NVIDIA Quadro FX 1300,GPU,8/9/2004,130,55,207,135,350,TSMC,NVIDIA,51.75
ATI Radeon HD 4200 IGP,GPU,8/1/2009,55,,67,181,500,Unknown,ATI,16.75
NVIDIA GeForce Go 6800 Ultra,GPU,2/24/2005,130,89,225,222,450,TSMC,NVIDIA,56.25
NVIDIA GeForce GT 610 PCIe x1,GPU,4/2/2012,40,29,79,292,810,TSMC,NVIDIA,19.75
NVIDIA GeForce GT 330 OEM,GPU,2/2/2010,40,75,144,727,550,TSMC,NVIDIA,36
NVIDIA GRID K120Q,GPU,7/2/2014,28,130,118,1270,850,TSMC,NVIDIA,29.5
AMD Radeon R7 A360,GPU,1/1/2015,28,,125,1550,900,TSMC,AMD,31.25
NVIDIA Quadro K5000 SYNC,GPU,1/25/2013,28,122,294,3540,706,TSMC,NVIDIA,73.5
NVIDIA P106-100,GPU,6/19/2017,16,120,200,4400,1506,TSMC,NVIDIA,50
ATI Radeon HD 3850 X2,GPU,4/4/2008,55,140,192,666,669,TSMC,ATI,48
ATI Mobility FireGL V5700,GPU,1/7/2008,55,,135,378,600,TSMC,ATI,33.75
ATI Radeon HD 2950 PRO,GPU,NaT,55,75,192,666,600,TSMC,ATI,48
AMD FirePro A320,GPU,6/6/2012,32,100,246,1303,800,TSMC,AMD,61.5
ATI FirePro M5725,GPU,1/9/2009,55,35,146,514,675,TSMC,ATI,36.5
ATI Radeon HD 5690,GPU,2/1/2011,40,64,104,627,775,TSMC,ATI,26
ATI Radeon HD 3830,GPU,4/1/2008,55,75,192,666,668,TSMC,ATI,48
AMD Radeon HD 7490M,GPU,1/7/2012,40,9,67,370,800,TSMC,AMD,16.75
NVIDIA GeForce PCX 5900,GPU,3/17/2003,130,,207,135,350,TSMC,NVIDIA,51.75
NVIDIA GeForce 6600 GT,GPU,8/12/2004,110,,154,146,500,TSMC,NVIDIA,38.5
AMD Radeon HD 8670M,GPU,3/1/2013,28,,77,950,775,TSMC,AMD,19.25
NVIDIA Quadro K6000 SDI,GPU,7/23/2013,28,239,561,7080,902,TSMC,NVIDIA,140.25
AMD Radeon HD 7590M,GPU,1/7/2012,40,18,104,716,600,TSMC,AMD,26
NVIDIA GeForce 8200,GPU,4/17/2007,80,40,127,210,500,Unknown,NVIDIA,31.75
ATI Radeon X1900 G5 Mac Edition,GPU,11/6/2006,90,75,352,384,575,TSMC,ATI,88
NVIDIA GeForce GT 220 OEM,GPU,10/12/2009,40,58,144,727,506,TSMC,NVIDIA,36
AMD Radeon RX Vega 11 Mobile,GPU,10/22/2019,14,15,210,4940,300,GF,AMD,52.5
NVIDIA GeForce 8300 GS,GPU,4/17/2007,80,40,127,210,459,TSMC,NVIDIA,31.75
NVIDIA Tesla V100 SXM3 32 GB,GPU,3/27/2018,12,250,815,21100,1290,TSMC,NVIDIA,203.75
NVIDIA GeForce 9800M GS,GPU,11/1/2008,65,60,240,505,530,TSMC,NVIDIA,60
Intel Iris Plus Graphics 655,GPU,4/3/2018,14,15,,,300,Intel,Intel,0
AMD Radeon HD 6770M,GPU,1/4/2011,40,35,104,716,725,TSMC,AMD,26
AMD Radeon HD 6830M,GPU,1/4/2011,40,39,166,1040,575,TSMC,AMD,41.5
AMD Radeon HD 6530M,GPU,11/26/2010,40,26,104,627,450,TSMC,AMD,26
Intel Iris Plus Graphics G7,GPU,5/4/2020,10,15,,,300,Intel,Intel,0
ATI Radeon HD 4750,GPU,9/9/2009,40,100,137,826,730,TSMC,ATI,34.25
NVIDIA GeForce GT 415 OEM,GPU,9/3/2010,40,32,100,486,625,TSMC,NVIDIA,25
NVIDIA GeForce MX130,GPU,11/17/2017,28,30,,,1109,TSMC,NVIDIA,0
NVIDIA GeForce FX 5200,GPU,3/6/2003,150,,124,45,250,TSMC,NVIDIA,31
NVIDIA GeForce GT 430 OEM,GPU,10/11/2010,40,49,116,585,700,TSMC,NVIDIA,29
NVIDIA GeForce GTX 460,GPU,7/12/2010,40,160,332,1950,675,TSMC,NVIDIA,83
ATI Radeon HD 3450 X2,GPU,12/10/2007,55,50,67,181,600,TSMC,ATI,16.75
AMD Radeon RX Vega M GL,GPU,2/1/2018,14,65,208,5000,931,GF,AMD,52
Intel HD Graphics 5500,GPU,9/5/2014,14,15,,,300,Intel,Intel,0
NVIDIA Quadro K2200M,GPU,7/19/2014,28,65,148,1870,667,TSMC,NVIDIA,37
AMD Radeon HD 7420G IGP,GPU,6/6/2012,32,35,246,1303,480,TSMC,AMD,61.5
ATI Radeon HD 5570,GPU,2/9/2010,40,39,104,627,650,TSMC,ATI,26
AMD Radeon HD 6450,GPU,4/7/2011,40,18,67,370,625,TSMC,AMD,16.75
ATI Radeon Xpress 1200 IGP,GPU,2/28/2007,80,,73,120,400,Unknown,ATI,18.25
NVIDIA GeForce GT 755M,GPU,6/25/2013,28,50,118,1270,980,TSMC,NVIDIA,29.5
NVIDIA Tesla P100 DGXS,GPU,4/5/2016,16,300,610,15300,1328,TSMC,NVIDIA,152.5
AMD Radeon RX 6800M,GPU,1/1/2021,7,230,335,17200,2321,TSMC,AMD,83.75
NVIDIA Quadro 400,GPU,4/5/2011,40,32,100,486,450,TSMC,NVIDIA,25
NVIDIA GeForce4 410 Go,GPU,2/6/2002,150,,65,29,200,TSMC,NVIDIA,16.25
Intel Iris Pro Graphics 6200,GPU,9/5/2014,14,15,,,300,Intel,Intel,0
AMD Radeon Pro Vega 64,GPU,6/27/2017,14,250,495,12500,1250,GF,AMD,123.75
AMD Radeon R9 A375,GPU,1/1/2015,28,,123,1500,900,TSMC,AMD,30.75
ATI Radeon X800 GTO,GPU,11/1/2005,130,49,297,160,400,TSMC,ATI,74.25
ATI Radeon X800 CrossFire Edition,GPU,10/28/2005,130,,289,160,500,TSMC,ATI,72.25
AMD Radeon 535 Mobile,GPU,4/18/2017,28,50,125,1550,730,TSMC,AMD,31.25
NVIDIA GeForce 9300M G,GPU,2/1/2008,80,13,127,210,400,TSMC,NVIDIA,31.75
AMD Radeon HD 7790,GPU,3/22/2013,28,85,160,2080,1000,TSMC,AMD,40
NVIDIA GeForce 6800 LE,GPU,7/21/2004,130,,287,222,300,TSMC,NVIDIA,71.75
AMD Radeon RX 560 Mobile,GPU,1/5/2017,14,65,123,3000,1090,GF,AMD,30.75
NVIDIA Quadro NVS 140M,GPU,5/9/2007,80,10,127,210,400,TSMC,NVIDIA,31.75
NVIDIA GeForce GTX 260,GPU,6/16/2008,65,182,576,1400,576,TSMC,NVIDIA,144
ATI Mobility Radeon HD 3470,GPU,1/7/2008,55,,67,181,680,TSMC,ATI,16.75
NVIDIA GeForce GT 240,GPU,11/17/2009,40,69,144,727,550,TSMC,NVIDIA,36
NVIDIA GeForce GT 610,GPU,4/2/2012,40,29,79,292,810,TSMC,NVIDIA,19.75
ATI Mobility Radeon HD 5145,GPU,1/7/2010,55,15,73,242,720,TSMC,ATI,18.25
NVIDIA Quadro FX 1700 Mac Edition,GPU,9/27/2008,80,42,169,289,520,TSMC,NVIDIA,42.25
ATI Mobility Radeon-P,GPU,12/1/2001,180,,115,30,166,TSMC,ATI,28.75
AMD Radeon 550X,GPU,3/27/2019,14,50,103,2200,1082,GF,AMD,25.75
NVIDIA Quadro K4000M,GPU,6/1/2012,28,100,294,3540,601,TSMC,NVIDIA,73.5
NVIDIA Tesla M2050,GPU,7/25/2011,40,225,529,3100,575,TSMC,NVIDIA,132.25
AMD Radeon R9 M280X,GPU,2/5/2015,28,,160,2080,1000,TSMC,AMD,40
NVIDIA GeForce PCX 5300,GPU,2/17/2004,150,,91,45,250,TSMC,NVIDIA,22.75
ATI Radeon VE PCI,GPU,2/19/2001,180,23,115,30,183,TSMC,ATI,28.75
NVIDIA GeForce GTX 1080 Ti 10 GB,GPU,NaT,16,250,471,11800,1557,TSMC,NVIDIA,117.75
NVIDIA GeForce RTX 3060,GPU,1/12/2021,8,170,276,13250,1320,Samsung,NVIDIA,69
NVIDIA Tesla M10,GPU,5/18/2016,28,225,148,1870,1033,TSMC,NVIDIA,37
NVIDIA GeForce 7025 + nForce 630a,GPU,2/1/2006,90,,81,112,425,Unknown,NVIDIA,20.25
NVIDIA GeForce GTX 760A,GPU,3/17/2014,28,55,221,2540,628,TSMC,NVIDIA,55.25
NVIDIA GeForce RTX 2060 Mobile,GPU,1/29/2019,12,115,445,10800,960,TSMC,NVIDIA,111.25
AMD FirePro W5000 DVI,GPU,2/25/2013,28,75,212,2800,825,TSMC,AMD,53
Intel Iris Plus Graphics 645,GPU,10/7/2019,14,15,,,300,Intel,Intel,0
3dfx Spectre 3000,GPU,NaT,,60,131,30,200,TSMC,Other,32.75
NVIDIA Quadro RTX 6000,GPU,8/13/2018,12,260,754,18600,1440,TSMC,NVIDIA,188.5
NVIDIA GeForce RTX 2070 SUPER,GPU,7/9/2019,12,215,545,13600,1605,TSMC,NVIDIA,136.25
ATI Radeon HD 2900 XT,GPU,5/14/2007,80,215,420,720,743,TSMC,ATI,105
Intel Xe DG1-SDV,GPU,NaT,10,75,77,,900,Intel,Intel,19.25
NVIDIA GeForce 9600 GT Mac Edition,GPU,12/22/2008,65,95,240,505,600,TSMC,NVIDIA,60
ATI Radeon X800,GPU,12/1/2004,110,30,240,160,400,TSMC,ATI,60
ATI FirePro V7770,GPU,1/1/2012,55,76,256,956,625,TSMC,ATI,64
AMD Radeon R5 M420,GPU,5/15/2016,28,,56,690,780,TSMC,AMD,14
NVIDIA Quadro K500M,GPU,6/1/2012,28,35,118,1270,850,TSMC,NVIDIA,29.5
AMD Radeon R7 350,GPU,7/6/2016,28,55,123,1500,800,TSMC,AMD,30.75
NVIDIA GeForce2 GTS PRO,GPU,4/26/2000,150,,88,25,200,TSMC,NVIDIA,22
ATI Mobility Radeon HD 4250 IGP,GPU,5/1/2010,55,,67,181,500,Unknown,ATI,16.75
AMD Radeon HD 7770M,GPU,4/24/2012,28,32,123,1500,675,TSMC,AMD,30.75
NVIDIA Tesla S870,GPU,5/2/2007,90,800,484,681,600,TSMC,NVIDIA,121
NVIDIA GeForce G103M,GPU,9/1/2009,65,14,86,210,640,TSMC,NVIDIA,21.5
AMD Radeon HD 6290 IGP,GPU,1/7/2011,40,9,75,450,276,TSMC,AMD,18.75
NVIDIA GeForce 9500 GT Rev. 2,GPU,7/29/2008,65,50,144,314,600,UMC,NVIDIA,36
NVIDIA GeForce 705A,GPU,7/1/2014,40,15,79,292,475,TSMC,NVIDIA,19.75
NVIDIA ION,GPU,6/3/2008,65,20,162,282,450,Unknown,NVIDIA,40.5
Intel GMA 600,GPU,5/4/2010,45,,62,140,400,Intel,Intel,15.5
ATI Radeon HD 3650,GPU,1/20/2008,55,65,135,378,725,TSMC,ATI,33.75
ATI Radeon X800 GTO AGP,GPU,10/1/2005,130,49,297,160,400,TSMC,ATI,74.25
AMD Radeon RX 550X 640SP,GPU,4/11/2018,14,60,123,3000,1019,GF,AMD,30.75
NVIDIA GeForce 6150 SE + nForce 430,GPU,10/11/2004,90,,,,425,Unknown,NVIDIA,0
AMD Radeon RX 480,GPU,6/29/2016,14,150,232,5700,1120,GF,AMD,58
ATI Radeon X1650 XT Dual,GPU,10/30/2006,80,,230,330,525,TSMC,ATI,57.5
ATI FireMV 2260 PCIe x1,GPU,1/1/2008,55,15,67,181,500,TSMC,ATI,16.75
NVIDIA Quadro FX 3400,GPU,6/28/2004,130,101,287,222,350,TSMC,NVIDIA,71.75
NVIDIA GeForce4 Ti 4200,GPU,2/6/2002,150,,142,63,250,TSMC,NVIDIA,35.5
NVIDIA Quadro NVS 150M,GPU,8/15/2008,65,10,86,210,530,TSMC,NVIDIA,21.5
ATI Mobility Radeon,GPU,12/1/2001,180,,115,30,144,TSMC,ATI,28.75
NVIDIA GeForce 8400 SE,GPU,8/1/2008,80,50,127,210,459,TSMC,NVIDIA,31.75
ATI FirePro 2260 PCI,GPU,1/1/2008,55,15,67,181,500,TSMC,ATI,16.75
AMD FirePro W7000,GPU,6/13/2012,28,150,212,2800,950,TSMC,AMD,53
NVIDIA GeForce 6800 GT,GPU,4/14/2004,130,,287,222,350,TSMC,NVIDIA,71.75
NVIDIA GeForce 6200 LE PCI,GPU,10/11/2004,110,,154,146,300,TSMC,NVIDIA,38.5
AMD Radeon Graphics 448SP,GPU,1/12/2021,7,25,156,9800,300,TSMC,AMD,39
NVIDIA GeForce 9600 GSO 512,GPU,10/23/2008,65,90,240,505,650,TSMC,NVIDIA,60
AMD Radeon Vega 3 Embedded,GPU,1/1/2019,14,10,210,4940,300,GF,AMD,52.5
Intel Iris Xe MAX Graphics,GPU,10/31/2020,10,25,77,,300,Intel,Intel,19.25
NVIDIA Quadro 500M,GPU,2/22/2011,40,35,116,585,700,TSMC,NVIDIA,29
NVIDIA GeForce2 MX + nForce 420,GPU,6/4/2001,180,,65,20,175,Unknown,NVIDIA,16.25
NVIDIA GeForce GTX 1650 Ti Mobile,GPU,4/2/2020,12,50,200,4700,1350,TSMC,NVIDIA,50
ATI Radeon 9800 XT,GPU,10/1/2003,150,60,218,117,412,TSMC,ATI,54.5
ATI All-In-Wonder 2006 AGP Edition,GPU,4/29/2005,130,,76,60,324,TSMC,ATI,19
NVIDIA Quadro FX 4800,GPU,11/11/2008,55,150,470,1400,602,TSMC,NVIDIA,117.5
XGI Volari V5,GPU,9/15/2003,130,,,90,325,UMC,Other,0
AMD FirePro D500,GPU,1/18/2014,28,274,352,4313,725,TSMC,AMD,88
AMD Radeon HD 6770,GPU,1/21/2011,40,108,166,1040,850,TSMC,AMD,41.5
Intel HD Graphics P4600,GPU,6/1/2013,22,84,,,350,Intel,Intel,0
NVIDIA GeForce 8100 + nForce 720a,GPU,4/17/2007,80,40,127,210,500,Unknown,NVIDIA,31.75
NVIDIA Tesla K20c,GPU,11/12/2012,28,225,561,7080,706,TSMC,NVIDIA,140.25
NVIDIA GeForce GT 730M,GPU,1/20/2013,28,33,118,1270,725,TSMC,NVIDIA,29.5
Intel GMA 3000,GPU,6/1/2006,90,13,,,667,Intel,Intel,0
NVIDIA GeForce 7900 GS,GPU,5/1/2006,90,49,196,278,450,TSMC,NVIDIA,49
NVIDIA GeForce GT 140 OEM,GPU,3/10/2009,55,105,196,505,650,TSMC,NVIDIA,49
AMD Radeon R9 M370X Mac Edition,GPU,5/5/2015,28,,123,1500,775,TSMC,AMD,30.75
ATI Radeon HD 5550,GPU,2/9/2010,40,39,104,627,550,TSMC,ATI,26
ATI Radeon HD 4520,GPU,12/2/2009,55,25,73,242,600,TSMC,ATI,18.25
ATI Mobility Radeon 9500,GPU,6/1/2004,130,,92,76,230,TSMC,ATI,23
ATI Radeon HD 4860,GPU,9/9/2009,55,130,282,959,700,TSMC,ATI,70.5
NVIDIA Quadro K4100M,GPU,7/23/2013,28,100,294,3540,706,TSMC,NVIDIA,73.5
NVIDIA GeForce GT 750M Mac Edition,GPU,11/8/2013,28,50,118,1270,926,TSMC,NVIDIA,29.5
NVIDIA GeForce 800A,GPU,3/17/2014,40,15,79,292,475,TSMC,NVIDIA,19.75
ATI Radeon 9800 XT Mac Edition,GPU,3/14/2004,150,60,218,117,412,TSMC,ATI,54.5
NVIDIA GeForce GTX 280M,GPU,3/3/2009,65,75,324,754,585,TSMC,NVIDIA,81
NVIDIA Quadro FX 3600M,GPU,2/23/2008,65,70,324,754,500,TSMC,NVIDIA,81
NVIDIA Quadro RTX 8000,GPU,8/13/2018,12,260,754,18600,1395,TSMC,NVIDIA,188.5
AMD Radeon R9 390,GPU,6/18/2015,28,275,438,6200,1000,TSMC,AMD,109.5
NVIDIA GeForce 9600M GS,GPU,6/3/2008,55,20,121,314,430,TSMC,NVIDIA,30.25
ATI Radeon X1600,GPU,1/1/2007,80,27,100,107,635,UMC,ATI,25
ATI Radeon HD 2600 XT,GPU,6/28/2007,65,50,153,390,800,TSMC,ATI,38.25
ATI Radeon HD 3870 X2,GPU,1/26/2008,55,165,192,666,825,TSMC,ATI,48
AMD Radeon Pro WX 4130 Mobile,GPU,3/1/2017,14,50,123,3000,1002,GF,AMD,30.75
NVIDIA GeForce GT 645M,GPU,10/1/2012,28,32,118,1270,709,TSMC,NVIDIA,29.5
NVIDIA GeForce GTX 850A,GPU,3/17/2014,28,45,148,1870,902,TSMC,NVIDIA,37
NVIDIA GeForce4 Ti 4800 SE,GPU,2/16/2003,150,,101,36,275,TSMC,NVIDIA,25.25
AMD Radeon RX 550 Mobile,GPU,7/2/2017,14,50,103,2200,1100,GF,AMD,25.75
NVIDIA Quadro FX 380M,GPU,1/7/2010,40,25,57,260,606,TSMC,NVIDIA,14.25
NVIDIA Quadro FX 4500,GPU,7/28/2005,110,109,333,302,430,TSMC,NVIDIA,83.25
AMD Radeon HD 7850M,GPU,4/24/2012,28,40,123,1500,675,TSMC,AMD,30.75
AMD Radeon R7 M265,GPU,5/20/2014,28,,125,1550,900,TSMC,AMD,31.25
ATI Radeon 3100 IGP,GPU,3/4/2008,65,,85,180,350,Unknown,ATI,21.25
ATI Mobility Radeon HD 4850 X2,GPU,1/9/2009,55,,256,956,500,TSMC,ATI,64
NVIDIA GeForce FX 5500 PCI,GPU,3/17/2004,150,,91,45,270,TSMC,NVIDIA,22.75
AMD Radeon HD 8550D IGP,GPU,5/23/2013,32,65,246,1303,720,TSMC,AMD,61.5
ATI Radeon X700 PRO AGP,GPU,9/1/2004,110,33,156,120,425,TSMC,ATI,39
Matrox Parhelia Precision SGT,GPU,1/1/2001,150,,174,80,200,UMC,Other,43.5
Intel GMA X3000,GPU,6/1/2006,90,13,,,667,Intel,Intel,0
AMD Radeon HD 8830M,GPU,4/1/2013,28,,123,1500,575,TSMC,AMD,30.75
NVIDIA GeForce 9400 GT,GPU,8/27/2008,55,50,121,314,550,TSMC,NVIDIA,30.25
ATI All-In-Wonder X800 XL,GPU,1/21/2005,110,,240,160,400,TSMC,ATI,60
AMD Radeon HD 7670M,GPU,2/17/2012,40,20,104,716,600,TSMC,AMD,26
NVIDIA GeForce 8800 GTS Core 112,GPU,11/19/2007,90,150,484,681,500,TSMC,NVIDIA,121
NVIDIA Quadro RTX 8000 Passive,GPU,8/13/2018,12,260,754,18600,1230,TSMC,NVIDIA,188.5
NVIDIA Tesla C1060,GPU,4/9/2009,55,188,470,1400,610,TSMC,NVIDIA,117.5
NVIDIA Quadro 4000 Mac Edition,GPU,6/12/2011,40,142,529,3100,475,TSMC,NVIDIA,132.25
ATI Radeon X1800 GTO2,GPU,3/1/2006,90,,288,321,500,TSMC,ATI,72
AMD Radeon Vega 8,GPU,7/7/2019,14,15,210,4940,300,GF,AMD,52.5
AMD Atari VCS 400 GPU,GPU,12/14/2020,14,15,210,4940,300,GF,AMD,52.5
NVIDIA GeForce RTX 2080,GPU,9/20/2018,12,215,545,13600,1515,TSMC,NVIDIA,136.25
Matrox Parhelia 128 MB,GPU,3/30/2004,150,,174,80,250,UMC,Other,43.5
AMD Radeon R9 FURY X,GPU,6/24/2015,28,275,596,8900,1050,TSMC,AMD,149
AMD Radeon R5 310 OEM,GPU,5/5/2015,40,35,67,370,875,TSMC,AMD,16.75
NVIDIA GeForce 6100 + nForce 405,GPU,10/11/2004,90,,,,425,Unknown,NVIDIA,0
Intel HD Graphics 4600,GPU,6/3/2013,22,45,,,350,Intel,Intel,0
ATI Mobility Radeon X300,GPU,11/1/2005,110,,74,107,350,TSMC,ATI,18.5
NVIDIA GeForce 6200 LE AGP,GPU,4/4/2005,110,,110,75,350,TSMC,NVIDIA,27.5
NVIDIA GeForce 7800 GTX 512,GPU,11/14/2005,110,108,333,302,500,TSMC,NVIDIA,83.25
NVIDIA GeForce GTX 1050 Mobile 3 GB,GPU,2/1/2019,14,75,132,3300,1366,Samsung,NVIDIA,33
ATI Radeon X1550,GPU,1/1/2007,80,27,100,107,550,UMC,ATI,25
ATI FireGL V3400,GPU,10/1/2005,90,,150,157,500,TSMC,ATI,37.5
AMD Radeon R9 360 OEM,GPU,5/5/2015,28,85,160,2080,1000,TSMC,AMD,40
AMD Radeon Pro WX 3200 Mobile,GPU,7/2/2019,14,65,103,2200,1082,GF,AMD,25.75
NVIDIA GeForce GT 650M,GPU,3/22/2012,28,45,118,1270,835,TSMC,NVIDIA,29.5
NVIDIA GRID K220Q,GPU,7/2/2014,28,225,294,3540,745,TSMC,NVIDIA,73.5
NVIDIA GRID K240Q,GPU,6/28/2013,28,225,294,3540,745,TSMC,NVIDIA,73.5
NVIDIA GeForce GTX 1650 Max-Q,GPU,4/23/2019,12,30,200,4700,1020,TSMC,NVIDIA,50
NVIDIA GeForce GTX 1070,GPU,6/10/2016,16,150,314,7200,1506,TSMC,NVIDIA,78.5
NVIDIA GeForce 930A,GPU,3/13/2015,28,33,,,928,TSMC,NVIDIA,0
AMD Radeon Vega 3 Embedded,GPU,9/6/2018,14,15,210,4940,300,GF,AMD,52.5
ATI Mobility Radeon HD 5870,GPU,1/7/2010,40,50,166,1040,700,TSMC,ATI,41.5
AMD Radeon Pro 575X,GPU,3/18/2019,14,150,232,5700,1096,GF,AMD,58
AMD Radeon Pro WX 3200,GPU,7/2/2019,14,65,103,2200,1295,GF,AMD,25.75
AMD Xbox Series S GPU,GPU,11/10/2020,7,100,197,8000,1565,TSMC,AMD,49.25
AMD Radeon RX 540 Mobile,GPU,11/11/2017,14,50,103,2200,1124,GF,AMD,25.75
AMD Radeon HD 8450G IGP,GPU,5/23/2013,32,35,246,1303,533,TSMC,AMD,61.5
AMD Radeon Pro W5500,GPU,2/10/2020,7,125,158,6400,1744,TSMC,AMD,39.5
NVIDIA GeForce GT 705 OEM,GPU,3/27/2014,40,29,79,292,874,TSMC,NVIDIA,19.75
ATI FirePro V8800,GPU,4/7/2010,40,208,334,2154,825,TSMC,ATI,83.5
AMD Radeon HD 7850,GPU,3/5/2012,28,130,212,2800,860,TSMC,AMD,53
